Tweet,Sentiment Score,Subjectivity Score
It worked on my original XP Toshiba laptop petty heavy a lonnng time ago XPS was from 2009 but ha,0.0875,0.625
Refurbished 17 3 Toshiba Satellite C75D B7100 Laptop for 0nly 275 oo call 2l8 428 978l Lance W10 Home with,0.0,0.0
Refurbished 17 3 Toshiba Satellite C75D B7100 Laptop 275 oo call 2l8 428 978l Lance W10 Home with 1903 Ver,0.0,0.0
Aha they sell replacement Laptop chargers for my ancient Toshiba on Amazon Crisis averted,0.0,0.0
RT Possible fix for Toshiba Laptop Keyboard Not Working issue,0.0,1.0
Enter for a chance to win one of five prize packges each valued at 902 Each package,0.8,0.4
Possible fix for Toshiba Laptop Keyboard Not Working issue,0.0,1.0
Personally I dislike laptops so I build my own pc It gives you the option to buy good,0.3,0.65
Toshiba Satellite NB15T A1302 11 6 Inch Touchscreen Laptop,0.0,0.0
RT We re driven by the desire to make people happier and more efficient at work We are now dynabook a new name from the lapt,0.3181818181818182,0.4772727272727273
Taking over my moms laptop cz my toshiba yes I said toshiba is 100 years old already I need to get me a new lap,0.11818181818181818,0.32727272727272727
CHEAP TOSHIBA Core 2 Duo LAPTOP WINDOWS 7 2GB 4GB Ram 14 1 Screen WiFi Warranty CHEAP TOSHIBA Core 2 Duo LAPTOP WI,0.4,0.7
New forum topic Laptop charger query which one for Toshiba Satellite,0.13636363636363635,0.45454545454545453
its a 5 6 year old toshiba laptop,0.1,0.2
Please rec me a laptop that can handle audio production for under 800 because I m about to throw this 9 year old,0.0,0.0
RKY I play on a Toshiba laptop and I don t think my FPS is flexible enough for me to hold down,0.0,0.5
Refurb Toshiba Tecra Z40 B Core i7 5600U Dual Core 2 6GHz 16GB 128GB SSD14 LED H Price 4,0.0,0.0
I have a Toshiba laptop as,0.0,0.0
A slight bit Your defi,-0.16666666666666666,0.16666666666666666
Can anyone help me I want to boot into OSes that require UEFI but the laptop that I want to put them on is old To,0.1,0.2
Toshiba A000080130 System Board For Satellite L750 L755 Intel Laptop S989,0.0,0.0
Toshiba Satellite C660 laptop 15 6 screen Toshiba Satellite C660 laptop 15 6 screen Price GBP 79 00,0.0,0.0
Toshiba Satellite C655D S5130 15 6in 250GB AMD E Series 1 5GHz 3GB Notebo Price 8,0.0,0.0
seamonkey420 shares My first ever laptop 1998 Toshiba Satellite not sure exact model pic from 2002,0.08333333333333333,0.4907407407407407
Close encounter with a 16TB HDD Meet the Toshiba MG08 HDD tech laptop drones,0.0,0.0
I don t blame you me neither my laptop is Toshiba,0.0,0.0
For some older laptop s mainboard a Satellite A210 15Y model I needed a bit more power than the CH341A,0.3333333333333333,0.41666666666666663
i am selling canon rebel t6 w tons of items toshiba satelite laptop touchscreen xbox on,0.0,0.0
Yes the little Toshiba laptop I got it no one was wanted it Where in Denmark are you,-0.1875,0.5
Lot of 10 250GB SATA 2 5 Hitachi Toshiba Laptop Hard Drive HDD Ready to ship Click now 84 49 readyship,-0.04583333333333334,0.5208333333333333
Lot of 10 250GB SATA 2 5 Hitachi Toshiba Laptop Hard Drive HDD Ready to ship Buy now 84 49 readyship,-0.020833333333333343,0.5208333333333333
Lot of 10 250GB SATA 2 5 Hitachi Toshiba Laptop Hard Drive HDD Ready to ship Best Ever 84 49 readyship,0.30277777777777776,0.4472222222222222
I made this on a toshiba laptop in 2009,0.0,0.0
RT 14 But i still have 11 more so if you need a laptop I ll literally mail you a toshiba satellite with wind,0.5,0.5
14 But i still have 11 more so if you need a laptop I ll literally mail you a toshiba satelli,0.5,0.5
This is a long shot I have the most amazing windows 7 Toshiba laptop but the case if falling apart T,0.35000000000000003,0.6
izumi15 I have the same laptop fukin shitty toshiba lol,0.4,0.4125
computers electronics bluetooth tech Kebidumei 5 5mmx2 5mm Replacement AC Adapter Power Supply Charger Cord for,0.0,0.0
My Dad s work Toshiba laptop with a trackball,0.0,0.0
Getting use to my mew laptop Use to have a Toshiba now have a Lenovo Going from Windows 7 to 10,0.0,0.0
Toshiba PA165081 Satellite C650 C660 C655 C50 C55 Adapter Battery Laptop Charger We are of,0.0,0.0
Oh and I have a Lenovo Ideapad now but the keyboard is not good for typing hence started to consider the,-0.35,0.6000000000000001
Charger laptop toshiba DaranMasterpieces,0.0,0.0
Lot of 10 250GB SATA 2 5 Hitachi Toshiba Laptop Hard Drive HDD Ready to ship Best Seller 84 49,0.30277777777777776,0.4472222222222222
Lot of 10 250GB SATA 2 5 Hitachi Toshiba Laptop Hard Drive HDD Ready to ship Best Value 84 49,0.30277777777777776,0.4472222222222222
Lot of 10 250GB SATA 2 5 Hitachi Toshiba Laptop Hard Drive HDD Ready to ship Best Ever 84 49,0.30277777777777776,0.4472222222222222
Lot of 10 250GB SATA 2 5 Hitachi Toshiba Laptop Hard Drive HDD Ready to ship Check It Out 84 49,-0.04583333333333334,0.5208333333333333
MAXOAK Laptop Power Bank 185Wh 50000mAh Max 130W Portable Laptop Charger External Battery Pack for Laptop Dell HP,0.0,0.1
Lot of 10 250GB SATA 2 5 Hitachi Toshiba Laptop Hard Drive HDD Ready to ship Best Service 84 49 readyship,0.30277777777777776,0.4472222222222222
Toshiba Socket 989 System Board For Satellite P855 Intel Laptop k000135150,0.0,0.0
I sometimes say I type fast because of im ing days but really it was on that practice on this thing I thought was a,0.2,0.4
Toshiba Laptop PSLC0U 01S01F Price 160 00 Ends on 2019 06 28 14 59 32 View and Buy o,0.0,0.0
Tanch PA5107U 1BRS P000573230 Laptop Battery for Toshiba L55 L50 P55 Series,0.0,0.0
RT Using the Tommy gun to melt faces on my MSI GE65 Raider Laptop Thanks to for sponsoring this vid Full video,0.275,0.375
RT Using the Tommy gun to melt faces on my MSI GE65 Raider Laptop Thanks to for sponsoring this vid Full video,0.275,0.375
Using the Tommy gun to melt faces on my MSI GE65 Raider Laptop Thanks to for sponsoring this vid,0.2,0.2
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
6 MSI GL62M 15 6 FHD eDP Gaming Laptop Computer Quad Core i7 7700HQ 2 8GHz GeForce GTX 1050Ti 4G Graphics 8GB,0.0,0.0
To my own surprise the first game that I broke in the new MSI gaming laptop with is Civilization VI Thanks Steam,0.16409090909090907,0.47757575757575765
MSI Gaming Laptop Giveaway,0.0,0.0
MSI P75 if you are willing to have a 17 inch laptop that s thin and weighs 5 pounds 8,-0.07500000000000001,0.8
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MSI Gaming GL63 9RDS 853IN 2019 16 inch Laptop 9th Gen i7 9750H 8GB 1TB HDD 128 SSD Windows 10 4GB Graphics Blac,0.0,0.0
MSI Gaming GL63 9RDS 853IN 2019 16 inch Laptop 9th Gen i7 9750H 8GB 1TB HDD 128 SSD Windows 10 4GB Graphics Blac,0.0,0.0
I ll be posting pictures and shit soon once I get drivers installed but I finally succeeded in getting my 970m bios,-0.1,0.9
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MSI Gaming Laptop Giveaway,0.0,0.0
Welp it s official my msi laptop has shit itself Just in time for me to submit my two assessments due tomorrow Oh wait,-0.1625,0.5875
To all my PC gamers and streamers Is this MSI laptop a good streaming laptop,0.7,0.6000000000000001
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MSI GL63 15 6 inch Gaming Laptop on Sale for 799,0.0,0.0
MSI GL63 Gaming Laptop on Sale Available for Just 779 8th Gen Intel Core i7 NVIDIA GTX Graphics,0.4,0.4
MSI Gaming Laptop Giveaway,0.0,0.0
shared Win MSI GP63 Leopard Gaming Laptop Giveaway WW,0.8,0.4
MSI GE63 Raider Laptop 144Hz i7 8750H 2070 16GB 256GB 1TB Newegg Up To 1 2 Cash Back Up To 1 5 Super Cash,0.16666666666666666,0.3333333333333333
All in one touchscreen gaming Laptops for Rent in Dubai at Computer Quest LLC We have MSI Gaming Laptops High per,0.0,0.0
MSI Gaming Laptop Giveaway,0.0,0.0
RT To celebrate the channel reaching 200 000 subs A huge milestone for me I ll be giving this away An MSI GL62M 7RD Cor,0.4000000000000001,0.9
MSIGE65 is sooo jojess MSI MSIMalaysia,0.0,0.0
RT MSI is offering gifts worth of US 280 on the purchase of selected laptop models PS63 Modern 8SC PS63 Modern 8RC and PS,0.2333333333333333,0.2333333333333333
RT The winner of the Almond 7 Pro is Congratulations and keep an eye on your email Appreciate all th,0.0,0.0
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
Might just straight up risk it and buy a ticket for kcon la for izone and twice newark or chicago lol Selling msi,0.5,0.55
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
RT To celebrate the channel reaching 200 000 subs A huge milestone for me I ll be giving this away An MSI GL62M 7RD Cor,0.4000000000000001,0.9
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MSI GE63 7th Gen vs 8th Gen Gaming Laptop Comparison,0.0,0.0
plays Rocket League crashes then a BSOD powers back on to the msi flim removal ASMR New laptop for my sona m,0.06818181818181818,0.22727272727272727
GF75 THIN Unboxing Now Powered by 9th Gen Intel Core Processors MSI Stay light on your feet while gaming wit,0.0,0.775
GF75 THIN Unboxing Now Powered by 9th Gen Intel Core Processors MSI Stay light on your feet while gaming wit,0.0,0.775
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
Laptop so is stinky but I respect the MSI,0.0,0.0
MSI GL63 15 6 inch Gaming Laptop on Sale for 799,0.0,0.0
MSI GL63 15 6 inch Gaming Laptop on Sale for 799,0.0,0.0
MSI GL63 15 6 inch Gaming Laptop on Sale for 799,0.0,0.0
MSI GP63 15 6 i7 8750H 16GB 1TB 128 BOTH SSD GTX1060 Win 10 Gaming Laptop READ 71 Bids,0.8,0.4
RT RETWEET this MSI LEOPARD GAMING LAPTOP giveaway for a chance in our 50 gift card sweepstakes FOLLOW US to be eligible t,0.0,0.0
GF75 THIN Unboxing Now Powered by 9th Gen Intel Core Processors MSI Stay light on your feet while gaming wit,0.0,0.775
MSI GP75 9SD 437 Gaming Laptop with Bundle Gaming Consoles PC Games,0.0,0.0
RT To celebrate the channel reaching 200 000 subs A huge milestone for me I ll be giving this away An MSI GL62M 7RD Cor,0.4000000000000001,0.9
GF75 THIN Unboxing Now Powered by 9th Gen Intel Core Processors MSI Stay light on your feet while gaming wit,0.0,0.775
Really cuz I m really sad right now just got my msi laptop charger broken,-0.10357142857142858,0.5339285714285714
GF75 THIN Unboxing Now Powered by 9th Gen Intel Core Processors MSI Stay light on your feet while gaming wit,0.0,0.775
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
RT MSI is offering gifts worth of US 280 on the purchase of selected laptop models PS63 Modern 8SC PS63 Modern 8RC and PS,0.2333333333333333,0.2333333333333333
GF75 THIN Unboxing Now Powered by 9th Gen Intel Core Processors MSI Stay light on your feet while gaming wit,0.0,0.775
MSI is offering gifts worth of US 280 on the purchase of selected laptop models PS63 Modern 8SC PS63 Modern 8RC,0.2333333333333333,0.2333333333333333
QQQ trading is awesome its better than fortnite FYI i got a killer gaming computer nice n thin MSI GS65 steal,0.42500000000000004,0.8375
MSI GL63 15 6 inch Gaming Laptop on Sale for 799,0.0,0.0
Forbes named the MSI PS63 the Best Laptop for College Check it out here UTD,1.0,0.3
GF75 THIN Unboxing Now Powered by 9th Gen Intel Core Processors MSI Stay light on your feet while gaming wit,0.0,0.775
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MSI GL63 15 6 inch Gaming Laptop on Sale for 799 mrahmedserougi,0.0,0.0
I HAVE NO CLUE WHERE I GOT AN MSI LAPTOP IM SO PROUD,0.8,1.0
Msi is great A gaming laptop would be good for you Ask your friends they ll help you pick one but,0.9375,0.675
GF75 THIN Unboxing Now Powered by 9th Gen Intel Core Processors MSI Stay light on your feet while gaming wit,0.0,0.775
That s obviously their top of the line model but I have a MSI lap,0.25,0.5
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MSI GP63 15 6 i7 8750H 16GB 1TB 128 BOTH SSD GTX1060 Win 10 Gaming Laptop READ 71 Bids,0.8,0.4
RT Win an MSI GP63 Leopard Gaming Laptop 1 499 open worldwide sweepstakes giveaway contest gamer gameboy gamegirl,0.4,0.45
UK I ve said it before that the GS65 is the best looking laptop to date Saving all I can so I can acquire on,1.0,0.3
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MEA You can get a cheap laptop from websites 4500SR with same G,0.2,0.4125
MEA With that money you could get a good PC gaming desktop I bought mi,0.7,0.6000000000000001
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
Hello i am looking to buy a MSI gaming laptop I am from mumbai Can u provide me details of all GL an,0.0,0.0
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
Looking for a new gaming laptop Consider the new MSIGE65Raider now up for pre orders,0.15340909090909088,0.45454545454545453
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
So first it was the Oculus Rift S which notoriously did not and still will not work properly on,0.125,0.21666666666666667
MSI Gaming Laptop Giveaway,0.0,0.0
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
This one is great,0.8,0.75
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MSI Core i5 9th Gen 8 GB 512 GB SSD Windows 10 Home 4 GB Graphics GF63 Thin 9SC 240IN Gaming Laptop 15 6 inch,-0.4,0.8500000000000001
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
Alienware cones to mind or MSI Preferably not from india Do check for a good qual keyboard and a high dp,0.43,0.5700000000000001
Wow I wold love winning that MSI GF75 Laptop which is Insane Keep it up Karl brother Much love,0.18333333333333335,0.8250000000000001
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
Latest MSI GL63 9SEK 612 15 6 Full HD Gaming Laptop Overview via,0.425,0.7250000000000001
New post Rts Universal 9 5mm SATA to SATA 2nd SSD HDD Hard Drive Caddy Adapter Tray Enclosures for DELL HP Lenovo,-0.03882575757575758,0.24905303030303028
New post Rts Universal 9 5mm SATA to SATA 2nd SSD HDD Hard Drive Caddy Adapter Tray Enclosures for DELL HP Lenovo,-0.03882575757575758,0.24905303030303028
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MSI Gaming Laptop Giveaway,0.0,0.0
Win an MSI GP63 Leopard Gaming Laptop 1 499 open worldwide sweepstakes giveaway contest gamer,0.4,0.45
MSI GS65 Stealth Thin Review This thin gaming laptop features 9th gen Core and GTX 1660 Ti,-0.4,0.8500000000000001
MSI Gaming Laptop Giveaway,0.0,0.0
Average Sentmient Score,0.06973811422495631
Average Subjectivity Score,0.4239773929773924
