Tweet,Sentiment Score,Subjectivity Score
Acer nitro 5 My model is 2018 with intel i5 and Gtx 1050 It can support Autocad projects granted,0.0,0.0
RT Hi tweeting on behalf of a friend India Received the laptop in the morning Wh,0.0,0.0
Check out Acer Aspire 1 Laptop A114 31 C3FW,0.0,0.0
I ve got a pretty sweet laptop collection Thanks to you I m going to upgrade them all to the m,0.26666666666666666,0.6166666666666666
RT Listen to Hot919 and you could stand a chance to win a brand new Acer Pro Series laptop valued at R20 000 The Acer Diamond,1.0,0.4
Listen to Hot919 and you could stand a chance to win a brand new Acer Pro Series laptop valued at R20 000 The Acer,1.0,0.4
Back home with my old almost 7 years beautiful series9 laptop Never saw the inside of a lab Very disa,0.2875,0.375
Acer Nitro 5 AN515 42 Ryzen 5 15 6 inch Gaming FHD Laptop 8GB 1TB HDD Windows 10 4GB Graphics at 48 990 00,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Laptop Acer SF314 8 16GB 2TB i5 8250H w Banggood,0.0,0.0
Acer 11 6 T CN3855U 4G 32GB Chrome Price 348 00 Ends on 2019 07 02 17 32 56 View and,0.0,0.0
Hi tweeting on behalf of a friend India Received the laptop in the mornin,0.0,0.0
Acer Nitro 5 AN515 42 Ryzen 5 15 6 inch Gaming FHD Laptop 8GB 1TB HDD Windows 10 4GB Graphics Black 2 7 Kg at 48,0.0,0.0
RT ChangeTheWorldWithAcer Tell us how you would use the ConceptD an Acer laptop to change the world for the better and yo,0.5,0.5
RT ChangeTheWorldWithAcer Tell us how you would use the ConceptD an Acer laptop to change the world for the better and yo,0.5,0.5
Reviewing the Acer Swift 7 today which is apparently the slimmest laptop in the world Hard to disagree Going to,-0.12083333333333335,0.4458333333333333
ChangeTheWorldWithAcer Tell us how you would use the ConceptD an Acer laptop to change the world for the better,0.0,0.0
New acquirement during vacation Acer Aspire V5 Touch 14 inch laptop aka Aspire V5 431P with broken hinges bad d,-0.32121212121212117,0.507070707070707
Acer Aspire 5 2019 Laptop Full Specification,0.35,0.55
Acer Aspire 3 2019 Laptop Full Specification,0.35,0.55
Frieza I dont think you can get a gaming laptop for 500 dude Under 1000 won t have a good graphi,0.7,0.6000000000000001
Acer Spin 3 2019 Laptop Full Specification,0.35,0.55
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
The ASUS one I ve had nothing but bad experience with Acer kit but I m on my 3rd ASUS ROG gaming laptop,-0.3499999999999999,0.3333333333333333
Acer TravelMate P614 51 Laptop Full Specification,0.35,0.55
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Acer Aspire ES ES1 521 40L7 Laptop Full Specification,0.35,0.55
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
I asked my boyfriend about this and he said that you would ideally need to raise around 600 to get a go,0.9,1.0
legends I ve been meaning to get a drawing tablet like a surface But,0.0,0.0
Acer Chromebook CB3 131 C3SZ 11 6 Inch Laptop Intel Celeron N2840 Dual Core Processor 2 G,0.0,0.0
Acer Chromebook CB3 131 C3SZ 11 6 Inch Laptop Intel Celeron N2840 Dual Core Processor 2 G,0.0,0.0
Acer Chromebook CB3 131 C3SZ 11 6 Inch Laptop Intel Celeron N2840 Dual Core Processor 2 G,0.0,0.0
Acer Chromebook CB3 131 C3SZ 11 6 Inch Laptop Intel Celeron N2840 Dual Core Processor 2 G,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT RT GAMING GEAR BUNDLE are setting the pace for July with this,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Acer Aspire E E3 112M Laptop Full Specifications,0.35,0.55
Acer Aspire ES ES1 521 40L7 Laptop Full Specification,0.35,0.55
RT NEW VIDEO A GREAT Gaming Laptop for 830 Acer Nitro 5 2019 Review,0.4681818181818182,0.6022727272727273
RT NEW VIDEO A GREAT Gaming Laptop for 830 Acer Nitro 5 2019 Review,0.4681818181818182,0.6022727272727273
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
New Acer Predator Triton 500 PT515 51 71VV 15 6 FHD VR Ready Gaming Laptop Overview via,0.16818181818181818,0.4772727272727273
Acer Aspire ES1 521 237Q Laptop Full Specification,0.35,0.55
Acer Aspire A3 A315 53 317G Laptop Full Specification,0.35,0.55
Oh no I m so sorry to hear I hope you get a better laptop soon I m honestly the same way wit,0.15,0.63125
That s sick they still promote my laptop Acer nitro love this thing,-0.19642857142857145,0.7285714285714285
2497 5 13214 down on Acer aspire laptop,-0.15555555555555559,0.2888888888888889
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Acer C740 Chromebook 11 Intel Celeron 1 7GHz 4GB Ram 16GB Flash Chrome OS Price 89 99 E,0.0,0.0
Acer Aspire ES1 732 P7D7 Laptop 17 3 Intel Pentium N4200 8GB 1TB With BullGuard Acer Aspire ES1 732 P7D7 Laptop 17,0.0,0.0
RT Can any of my gamer friends chime in on this I d like to get a PC solely for gaming On a budget and was looking at th,0.0,0.0
Can any of my gamer friends chime in on this I d like to get a PC solely for gaming On a budget and was looking,0.0,0.0
I had W10 on my old Acer laptop that was on the slow ring Installed a new SSD and could not reins,-0.021212121212121227,0.3515151515151515
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Taking out the hard drive on my old Acer laptop Then I can dump the rest of the machine somewhere,-0.09583333333333334,0.37083333333333335
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Kungarna i would try joining but i play on an acer laptop and i have no chance,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
I have an acer laptop and it runs sims okay,0.5,0.5
Should have looked it up on your new Acer Predator laptop,0.13636363636363635,0.45454545454545453
India Your AN 515 51 Gaming Laptop is possibly the worst thing I have ever purchased Screenfreeze,-0.5,1.0
tv Acer Nitro 5 is supposed to be a pretty good budget gaming laptop specifically model AN515 54 51M5 830 usd,0.475,0.8
Acer s latest budget gaming laptop promises great performance for under a grand Read full Nitro5 review,0.5375,0.8
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Acer Chromebook C720P 2625 11 6 Touchscreen Laptop 1 4GHz 4GB RAM 16GB SSD Price 49 89,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
The news of Asus ROG Phone 2 to ship with a 120Hz display is great news for smartphone lovers asus samsung,0.8,0.75
RT Acer Nitro 5 AN515 42 Ryzen 5 15 6 inch Gaming FHD Laptop 8GB 1TB HDD Windows 10 4GB Graphics at 48 990 00 Link h,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Check Acer Aspire 1 Laptop A114 31 C3FW,0.0,0.0
Latest Acer Predator Triton 500 PT515 51 75L8 15 6 VR Ready Gaming Laptop Overview via,0.35,0.7
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
I use this for travel,0.0,0.0
RT Listen to Hot919 and you could stand a chance to win a brand new Acer Pro Series laptop valued at R20 000 The Acer Diamond,1.0,0.4
RT ChangeTheWorldWithAcer Tell us how you would use the ConceptD an Acer laptop to change the world for the better and yo,0.5,0.5
Acer Swift 7 Laptop Review 2019 Mostly Wonderful,1.0,1.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Acer Predator 17 Gaming Laptop Core i7 GeForce GTX 1070 17 3 Full HD G SYNC 16GB DDR4 256,0.35,0.55
RT srl Synergy CS3600 2019Edition powered by srl IOS3D CS3600 P,0.0,0.0
Acer Aspire 5 2019 Laptop Full Specification,0.35,0.55
Acer Nitro 5 AN515 42 Ryzen 5 15 6 inch Gaming FHD Laptop 8GB 1TB HDD Windows 10 4GB Graphics at 48 990 00 L,0.0,0.0
Acer Aspire 3 Core i5 8th Gen 8 GB 1 TB HDD Windows 10 Home 2 GB Graphics A315 53G 5968 Laptop 15 6 inch Obs,0.0,0.0
Acer s Swift 7 is the thinnest laptop ever,0.0,0.0
This week only Free Shipping NEW Acer Nitro 5 17 3 Laptop Notebook,0.21212121212121213,0.7515151515151515
This ultimate gaming laptop is infused with the combined power and performance of a 9th Gen Intel Core i7 processor,0.0,1.0
Acer nitro 5 My model is 2018 with intel i5 and Gtx 1050 It can support Autocad projects granted,0.0,0.0
RT Hi tweeting on behalf of a friend India Received the laptop in the morning Wh,0.0,0.0
Check out Acer Aspire 1 Laptop A114 31 C3FW,0.0,0.0
I ve got a pretty sweet laptop collection Thanks to you I m going to upgrade them all to the m,0.26666666666666666,0.6166666666666666
RT Listen to Hot919 and you could stand a chance to win a brand new Acer Pro Series laptop valued at R20 000 The Acer Diamond,1.0,0.4
Listen to Hot919 and you could stand a chance to win a brand new Acer Pro Series laptop valued at R20 000 The Acer,1.0,0.4
Back home with my old almost 7 years beautiful series9 laptop Never saw the inside of a lab Very disa,0.2875,0.375
Acer Nitro 5 AN515 42 Ryzen 5 15 6 inch Gaming FHD Laptop 8GB 1TB HDD Windows 10 4GB Graphics at 48 990 00,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Laptop Acer SF314 8 16GB 2TB i5 8250H w Banggood,0.0,0.0
Acer 11 6 T CN3855U 4G 32GB Chrome Price 348 00 Ends on 2019 07 02 17 32 56 View and,0.0,0.0
Hi tweeting on behalf of a friend India Received the laptop in the mornin,0.0,0.0
Acer Nitro 5 AN515 42 Ryzen 5 15 6 inch Gaming FHD Laptop 8GB 1TB HDD Windows 10 4GB Graphics Black 2 7 Kg at 48,0.0,0.0
RT ChangeTheWorldWithAcer Tell us how you would use the ConceptD an Acer laptop to change the world for the better and yo,0.5,0.5
RT ChangeTheWorldWithAcer Tell us how you would use the ConceptD an Acer laptop to change the world for the better and yo,0.5,0.5
Reviewing the Acer Swift 7 today which is apparently the slimmest laptop in the world Hard to disagree Going to,-0.12083333333333335,0.4458333333333333
ChangeTheWorldWithAcer Tell us how you would use the ConceptD an Acer laptop to change the world for the better,0.0,0.0
New acquirement during vacation Acer Aspire V5 Touch 14 inch laptop aka Aspire V5 431P with broken hinges bad d,-0.32121212121212117,0.507070707070707
Acer Aspire 5 2019 Laptop Full Specification,0.35,0.55
Acer Aspire 3 2019 Laptop Full Specification,0.35,0.55
Frieza I dont think you can get a gaming laptop for 500 dude Under 1000 won t have a good graphi,0.7,0.6000000000000001
Acer Spin 3 2019 Laptop Full Specification,0.35,0.55
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
The ASUS one I ve had nothing but bad experience with Acer kit but I m on my 3rd ASUS ROG gaming laptop,-0.3499999999999999,0.3333333333333333
Acer TravelMate P614 51 Laptop Full Specification,0.35,0.55
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Acer Aspire ES ES1 521 40L7 Laptop Full Specification,0.35,0.55
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
I asked my boyfriend about this and he said that you would ideally need to raise around 600 to get a go,0.9,1.0
legends I ve been meaning to get a drawing tablet like a surface But,0.0,0.0
Acer Chromebook CB3 131 C3SZ 11 6 Inch Laptop Intel Celeron N2840 Dual Core Processor 2 G,0.0,0.0
Acer Chromebook CB3 131 C3SZ 11 6 Inch Laptop Intel Celeron N2840 Dual Core Processor 2 G,0.0,0.0
Acer Chromebook CB3 131 C3SZ 11 6 Inch Laptop Intel Celeron N2840 Dual Core Processor 2 G,0.0,0.0
Acer Chromebook CB3 131 C3SZ 11 6 Inch Laptop Intel Celeron N2840 Dual Core Processor 2 G,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT RT GAMING GEAR BUNDLE are setting the pace for July with this,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Acer Aspire E E3 112M Laptop Full Specifications,0.35,0.55
Acer Aspire ES ES1 521 40L7 Laptop Full Specification,0.35,0.55
RT NEW VIDEO A GREAT Gaming Laptop for 830 Acer Nitro 5 2019 Review,0.4681818181818182,0.6022727272727273
RT NEW VIDEO A GREAT Gaming Laptop for 830 Acer Nitro 5 2019 Review,0.4681818181818182,0.6022727272727273
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
New Acer Predator Triton 500 PT515 51 71VV 15 6 FHD VR Ready Gaming Laptop Overview via,0.16818181818181818,0.4772727272727273
Acer Aspire ES1 521 237Q Laptop Full Specification,0.35,0.55
Acer Aspire A3 A315 53 317G Laptop Full Specification,0.35,0.55
Oh no I m so sorry to hear I hope you get a better laptop soon I m honestly the same way wit,0.15,0.63125
That s sick they still promote my laptop Acer nitro love this thing,-0.19642857142857145,0.7285714285714285
2497 5 13214 down on Acer aspire laptop,-0.15555555555555559,0.2888888888888889
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Acer C740 Chromebook 11 Intel Celeron 1 7GHz 4GB Ram 16GB Flash Chrome OS Price 89 99 E,0.0,0.0
Acer Aspire ES1 732 P7D7 Laptop 17 3 Intel Pentium N4200 8GB 1TB With BullGuard Acer Aspire ES1 732 P7D7 Laptop 17,0.0,0.0
RT Can any of my gamer friends chime in on this I d like to get a PC solely for gaming On a budget and was looking at th,0.0,0.0
Can any of my gamer friends chime in on this I d like to get a PC solely for gaming On a budget and was looking,0.0,0.0
I had W10 on my old Acer laptop that was on the slow ring Installed a new SSD and could not reins,-0.021212121212121227,0.3515151515151515
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Taking out the hard drive on my old Acer laptop Then I can dump the rest of the machine somewhere,-0.09583333333333334,0.37083333333333335
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Kungarna i would try joining but i play on an acer laptop and i have no chance,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
hold on scratch that anyone wanna loan me 550 for an acer laptop that performs the exact same just with less prett,0.02777777777777778,0.14722222222222223
Acer Predator Helios 700 review Core i9 9980HK RTX 2080 a desktop in a laptop disguise via,0.0,0.0
RT GAMING GEAR BUNDLE are setting the pace for July with this giveaway Laptop From Thunder Quantum,0.0,0.0
Average Sentmient Score,0.14328242946333405
Average Subjectivity Score,0.254387830204413
